Destination,Airline,Flight,Departure,Terminal,Status,Arrival_time,A_day,Scheduled,S_day
Fort Myers (RSW),United Airlines,UA 1649,12:10 PM,C,Landed - Delayed,4:06 PM,,3:09 PM,
Toronto (YTZ),Porter Airlines,PD 128,12:10 PM,B,Landed - On-time,2:08 PM,,1:50 PM,
Austin (AUS),United Airlines,UA 1449,12:11 PM,C,Landed - On-time,3:03 PM,,3:17 PM,
Chicago (MDW),Southwest Airlines,WN 958,12:20 PM,A,Landed - Delayed,2:08 PM,,1:35 PM,
Indianapolis (IND),Southwest Airlines,WN 5542,12:25 PM,A,Landed - On-time,2:35 PM,,2:30 PM,
Ottawa (YOW),Jazz,QK 8855,12:25 PM,A,Canceled,,,1:49 PM,
Ottawa (YOW),Air Canada,AC 8855,12:25 PM,A,Canceled,,,1:49 PM,
Houston (IAH),United Airlines,UA 355,12:31 PM,C,Landed - On-time,3:05 PM,,3:18 PM,
Houston (IAH),Air New Zealand,NZ 6600,12:31 PM,C,Landed - On-time,3:05 PM,,3:18 PM,
Portland (PWM),CommutAir,C5 4928,12:35 PM,A,Landed - On-time,1:44 PM,,1:55 PM,
Portland (PWM),Air Canada,AC 3566,12:35 PM,A,Landed - On-time,1:44 PM,,1:55 PM,
Portland (PWM),United Airlines,UA 4928,12:35 PM,A,Landed - On-time,1:44 PM,,1:55 PM,
Raleigh/Durham (RDU),Republic Airlines,YX 3601,12:35 PM,C,Landed - On-time,1:58 PM,,2:18 PM,
Raleigh/Durham (RDU),Air China,CA 7441,12:35 PM,C,Landed - On-time,1:58 PM,,2:18 PM,
Raleigh/Durham (RDU),United Airlines,UA 3601,12:35 PM,C,Landed - On-time,1:58 PM,,2:18 PM,
Washington (DCA),ExpressJet,EV 4135,12:40 PM,A,Landed - On-time,1:42 PM,,1:55 PM,
Washington (DCA),United Airlines,UA 4135,12:40 PM,A,Landed - On-time,1:42 PM,,1:55 PM,
Indianapolis (IND),ExpressJet,EV 4016,12:40 PM,A,Landed - Delayed,3:12 PM,,2:56 PM,
Indianapolis (IND),United Airlines,UA 4016,12:40 PM,A,Landed - Delayed,3:12 PM,,2:56 PM,
Beijing (PEK),Air China,CA 820,12:40 PM,B,Landed - On-time,2:45 PM,,2:30 PM,
Dallas (DFW),American Airlines,AA 952,12:45 PM,A,Landed - On-time,3:33 PM,,3:38 PM,
San Diego (SAN),Southwest Airlines,WN 5401,12:45 PM,A,Landed - On-time,3:41 PM,,3:45 PM,
New Orleans (MSY),United Airlines,UA 366,12:48 PM,C,Landed - On-time,2:41 PM,,2:56 PM,
New Orleans (MSY),Air Canada,AC 4820,12:48 PM,C,Landed - On-time,2:41 PM,,2:56 PM,
Toronto (YYZ),Sky Regional,KV 7655,12:50 PM,A,Landed - On-time,2:22 PM,,2:22 PM,
Toronto (YYZ),Air Canada,AC 7655,12:50 PM,A,Landed - On-time,2:22 PM,,2:22 PM,
Detroit (DTW),SkyWest Airlines,OO 4649,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),Air France,AF 5630,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),Aeromexico,AM 4674,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),China Southern Airlines,CZ 1238,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),KLM,KL 5271,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),Virgin Atlantic,VS 4409,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Detroit (DTW),Delta Air Lines,DL 4649,1:00 PM,B,Landed - On-time,3:06 PM,,2:53 PM,
Orlando (MCO),United Airlines,UA 380,1:00 PM,C,Landed - On-time,3:39 PM,,3:42 PM,
Charlotte (CLT),American Airlines,AA 1260,1:05 PM,A,Canceled,,,3:02 PM,
Toronto (YTZ),Porter Airlines,PD 130,1:10 PM,B,Landed - On-time,2:32 PM,,2:50 PM,
Los Angeles (LAX),Alaska Airlines,AS 9549,1:15 PM,,Canceled,,,4:15 PM,
Los Angeles (LAX),Alaska Airlines,AS 9201,1:15 PM,,Landed - Delayed,5:03 PM,,4:30 PM,
Phoenix (PHX),American Airlines,AA 2605,1:15 PM,A,Landed - Delayed,4:13 PM,,3:40 PM,
San Francisco (SFO),United Airlines,UA 1978,1:15 PM,C,Canceled,,,4:28 PM,
San Francisco (SFO),Air New Zealand,NZ 9127,1:15 PM,C,Canceled,,,4:28 PM,
San Francisco (SFO),United Airlines,UA 2707,1:15 PM,,Canceled,,,4:30 PM,
San Francisco (SFO),United Airlines,UA 2708,1:15 PM,C,Landed - On-time,4:28 PM,,4:30 PM,
Atlanta (ATL),Delta Air Lines,DL 333,1:20 PM,B,Landed - On-time,3:24 PM,,3:38 PM,
Atlanta (ATL),Aeromexico,AM 5178,1:20 PM,B,Landed - On-time,3:24 PM,,3:38 PM,
Atlanta (ATL),KLM,KL 7229,1:20 PM,B,Landed - On-time,3:24 PM,,3:38 PM,
Atlanta (ATL),Virgin Atlantic,VS 4463,1:20 PM,B,Landed - On-time,3:24 PM,,3:38 PM,
Chicago (ORD),United Airlines,UA 1019,1:20 PM,C,Landed - Delayed,3:16 PM,,2:44 PM,
Chicago (ORD),Air Canada,AC 5939,1:20 PM,C,Landed - Delayed,3:16 PM,,2:44 PM,
Chicago (ORD),Air China,CA 7425,1:20 PM,C,Landed - Delayed,3:16 PM,,2:44 PM,
Chicago (ORD),ANA,NH 7569,1:20 PM,C,Landed - Delayed,3:16 PM,,2:44 PM,
Syracuse (SYR),CommutAir,C5 4911,1:20 PM,A,Landed - On-time,2:12 PM,,2:45 PM,
Syracuse (SYR),Lufthansa,LH 7645,1:20 PM,A,Landed - On-time,2:12 PM,,2:45 PM,
Syracuse (SYR),United Airlines,UA 4911,1:20 PM,A,Landed - On-time,2:12 PM,,2:45 PM,
Santiago (STI),JetBlue Airways,B6 893,1:23 PM,A,Landed - Delayed,5:10 PM,,5:05 PM,
Cleveland (CLE),ExpressJet,EV 4233,1:29 PM,A,Landed - On-time,3:02 PM,,3:11 PM,
Cleveland (CLE),Air China,CA 7439,1:29 PM,A,Landed - On-time,3:02 PM,,3:11 PM,
Cleveland (CLE),Lufthansa,LH 7806,1:29 PM,A,Landed - On-time,3:02 PM,,3:11 PM,
Cleveland (CLE),United Airlines,UA 4233,1:29 PM,A,Landed - On-time,3:02 PM,,3:11 PM,
Oakland (OAK),FedEx,FX 3016,1:30 PM,,Landed - On-time,4:26 PM,,,
Tel Aviv-Yafo (TLV),El Al,LY 28,1:30 PM,B,Landed - Delayed,7:02 AM,1,6:55 AM,1
Quebec (YQB),ExpressJet,EV 3972,1:30 PM,A,Landed - On-time,3:11 PM,,3:06 PM,
Quebec (YQB),Air Canada,AC 4537,1:30 PM,A,Landed - On-time,3:11 PM,,3:06 PM,
Quebec (YQB),United Airlines,UA 3972,1:30 PM,A,Landed - On-time,3:11 PM,,3:06 PM,
Albany (ALB),CommutAir,C5 4954,1:31 PM,A,Landed - On-time,2:23 PM,,2:50 PM,
Albany (ALB),Lufthansa,LH 8534,1:31 PM,A,Landed - On-time,2:23 PM,,2:50 PM,
Albany (ALB),United Airlines,UA 4954,1:31 PM,A,Landed - On-time,2:23 PM,,2:50 PM,
Fort Lauderdale (FLL),United Airlines,UA 377,1:35 PM,C,Landed - On-time,4:28 PM,,4:31 PM,
Fort Lauderdale (FLL),Air China,CA 7427,1:35 PM,C,Landed - On-time,4:28 PM,,4:31 PM,
Fort Lauderdale (FLL),Lufthansa,LH 7552,1:35 PM,C,Landed - On-time,4:28 PM,,4:31 PM,
Orlando (MCO),Spirit Airlines,NK 743,1:40 PM,B,Landed - On-time,3:55 PM,,4:24 PM,
Tampa (TPA),United Airlines,UA 1783,1:42 PM,C,Landed - On-time,4:40 PM,,4:29 PM,
Tampa (TPA),Air China,CA 7431,1:42 PM,C,Landed - On-time,4:40 PM,,4:29 PM,
Tampa (TPA),Lufthansa,LH 7774,1:42 PM,C,Landed - On-time,4:40 PM,,4:29 PM,
Charlotte (CLT),Republic Airlines,YX 3415,1:45 PM,C,Landed - On-time,3:35 PM,,3:38 PM,
Charlotte (CLT),Air China,CA 7445,1:45 PM,C,Landed - On-time,3:35 PM,,3:38 PM,
Charlotte (CLT),Brussels Airlines,SN 8883,1:45 PM,C,Landed - On-time,3:35 PM,,3:38 PM,
Charlotte (CLT),United Airlines,UA 3415,1:45 PM,C,Landed - On-time,3:35 PM,,3:38 PM,
Baltimore (BWI),United Airlines,UA 2554,1:50 PM,C,Landed - On-time,3:13 PM,,3:05 PM,
Raleigh/Durham (RDU),Republic Airlines,YX 3432,1:50 PM,C,Landed - On-time,3:22 PM,,3:33 PM,
Raleigh/Durham (RDU),Lufthansa,LH 7670,1:50 PM,C,Landed - On-time,3:22 PM,,3:33 PM,
Raleigh/Durham (RDU),United Airlines,UA 3432,1:50 PM,C,Landed - On-time,3:22 PM,,3:33 PM,
Tampa (TPA),JetBlue Airways,B6 1973,1:51 PM,A,Landed - On-time,4:51 PM,,4:47 PM,
Tampa (TPA),El Al,LY 8774,1:51 PM,A,Landed - On-time,4:51 PM,,4:47 PM,
Fort Lauderdale (FLL),Southwest Airlines,WN 987,1:55 PM,A,Landed - On-time,5:16 PM,,4:50 PM,
Orlando (MCO),Southwest Airlines,WN 1336,1:55 PM,A,Landed - On-time,4:40 PM,,4:35 PM,
Raleigh/Durham (RDU),GoJet Airlines,G7 6251,1:55 PM,B,Landed - On-time,3:20 PM,,3:40 PM,
Raleigh/Durham (RDU),Delta Air Lines,DL 6251,1:55 PM,B,Landed - On-time,3:20 PM,,3:40 PM,
Boston (BOS),JetBlue Airways,B6 2380,1:57 PM,A,Landed - On-time,2:46 PM,,3:14 PM,
Cincinnati (CVG),Republic Airlines,YX 3580,1:59 PM,C,Landed - On-time,4:05 PM,,4:06 PM,
Cincinnati (CVG),Air Canada,AC 4840,1:59 PM,C,Landed - On-time,4:05 PM,,4:06 PM,
Cincinnati (CVG),Lufthansa,LH 7818,1:59 PM,C,Landed - On-time,4:05 PM,,4:06 PM,
Cincinnati (CVG),United Airlines,UA 3580,1:59 PM,C,Landed - On-time,4:05 PM,,4:06 PM,
Dallas (DFW),United Airlines,UA 1964,1:59 PM,C,Landed - On-time,4:45 PM,,4:55 PM,
Boston (BOS),United Airlines,UA 2045,2:00 PM,C,Landed - On-time,3:05 PM,,3:09 PM,
Boston (BOS),Air China,CA 7419,2:00 PM,C,Landed - On-time,3:05 PM,,3:09 PM,
Columbus (CMH),ExpressJet,EV 4228,2:00 PM,A,Landed - Delayed,5:56 PM,,3:53 PM,
Columbus (CMH),Air China,CA 7433,2:00 PM,A,Landed - Delayed,5:56 PM,,3:53 PM,
Columbus (CMH),Lufthansa,LH 7676,2:00 PM,A,Landed - Delayed,5:56 PM,,3:53 PM,
Columbus (CMH),United Airlines,UA 4228,2:00 PM,A,Landed - Delayed,5:56 PM,,3:53 PM,
Jacksonville (JAX),United Airlines,UA 2189,2:00 PM,C,Landed - On-time,4:25 PM,,4:26 PM,
Jacksonville (JAX),Air Canada,AC 4737,2:00 PM,C,Landed - On-time,4:25 PM,,4:26 PM,
Lexington (LEX),CommutAir,C5 4908,2:00 PM,A,Landed - On-time,3:58 PM,,4:19 PM,
Lexington (LEX),United Airlines,UA 4908,2:00 PM,A,Landed - On-time,3:58 PM,,4:19 PM,
Kansas City (MCI),Republic Airlines,YX 3586,2:00 PM,C,Landed - On-time,4:04 PM,,4:14 PM,
Kansas City (MCI),Air China,CA 7403,2:00 PM,C,Landed - On-time,4:04 PM,,4:14 PM,
Kansas City (MCI),Lufthansa,LH 7692,2:00 PM,C,Landed - On-time,4:04 PM,,4:14 PM,
Kansas City (MCI),United Airlines,UA 3586,2:00 PM,C,Landed - On-time,4:04 PM,,4:14 PM,
Orlando (MCO),United Airlines,UA 991,2:00 PM,C,Landed - Delayed,6:50 PM,,4:47 PM,
Orlando (MCO),Lufthansa,LH 8731,2:00 PM,C,Landed - Delayed,6:50 PM,,4:47 PM,
Orlando (MCO),Brussels Airlines,SN 8868,2:00 PM,C,Landed - Delayed,6:50 PM,,4:47 PM,
Orlando (MCO),United Airlines,UA 2697,2:00 PM,C,Landed - Delayed,6:50 PM,,4:38 PM,
San Antonio (SAT),United Airlines,UA 705,2:00 PM,C,Landed - On-time,4:58 PM,,5:15 PM,
San Antonio (SAT),Air Canada,AC 5638,2:00 PM,C,Landed - On-time,4:58 PM,,5:15 PM,
San Antonio (SAT),Lufthansa,LH 7798,2:00 PM,C,Landed - On-time,4:58 PM,,5:15 PM,
Rochester (ROC),CommutAir,C5 4910,2:05 PM,C,Landed - On-time,3:26 PM,,3:29 PM,
Rochester (ROC),Lufthansa,LH 9022,2:05 PM,C,Landed - On-time,3:26 PM,,3:29 PM,
Rochester (ROC),United Airlines,UA 4910,2:05 PM,C,Landed - On-time,3:26 PM,,3:29 PM,
Las Vegas (LAS),United Airlines,UA 1639,2:10 PM,C,Landed - On-time,4:41 PM,,4:46 PM,
Las Vegas (LAS),Air China,CA 7423,2:10 PM,C,Landed - On-time,4:41 PM,,4:46 PM,
Montreal (YUL),Flexjet,533,2:12 PM,,Landed,,,,
Asheville (AVL),United Airlines,UA 1286,2:14 PM,C,Landed - On-time,4:04 PM,,4:10 PM,
Asheville (AVL),Air Canada,AC 5736,2:14 PM,C,Landed - On-time,4:04 PM,,4:10 PM,
Mumbai (BOM),Air India,AI 144,2:15 PM,B,En Route - Delayed,,,2:30 PM,
Portland (PDX),FedEx,FX 3034,2:15 PM,,Landed - Delayed,5:01 PM,,,
Baltimore (BWI),ExpressJet,EV 4420,2:18 PM,A,Landed - On-time,3:45 PM,,3:35 PM,
Baltimore (BWI),Lufthansa,LH 7682,2:18 PM,A,Landed - On-time,3:45 PM,,3:35 PM,
Baltimore (BWI),United Airlines,UA 4420,2:18 PM,A,Landed - On-time,3:45 PM,,3:35 PM,
Atlanta (ATL),United Airlines,UA 1490,2:20 PM,C,Landed - On-time,4:25 PM,,4:45 PM,
Atlanta (ATL),Air China,CA 7449,2:20 PM,C,Landed - On-time,4:25 PM,,4:45 PM,
Los Angeles (LAX),United Airlines,UA 2394,2:20 PM,C,Landed - On-time,5:26 PM,,5:26 PM,
Los Angeles (LAX),Air New Zealand,NZ 9533,2:20 PM,C,Landed - On-time,5:26 PM,,5:26 PM,
San Francisco (SFO),United Airlines,UA 800,2:20 PM,C,Landed - Delayed,7:06 PM,,5:33 PM,
San Francisco (SFO),Air New Zealand,NZ 9121,2:20 PM,C,Landed - Delayed,7:06 PM,,5:33 PM,
Cincinnati (CVG),Endeavor Air,9E 3298,2:22 PM,B,En Route - Delayed,,,4:26 PM,
Cincinnati (CVG),Air France,AF 2201,2:22 PM,B,En Route - Delayed,,,4:26 PM,
Cincinnati (CVG),Delta Air Lines,DL 3298,2:22 PM,B,En Route - Delayed,,,4:26 PM,
Memphis (MEM),ExpressJet,EV 3989,2:23 PM,A,Landed - Delayed,4:16 PM,,4:30 PM,
Memphis (MEM),Air Canada,AC 4617,2:23 PM,A,Landed - Delayed,4:16 PM,,4:30 PM,
Memphis (MEM),Lufthansa,LH 7566,2:23 PM,A,Landed - Delayed,4:16 PM,,4:30 PM,
Memphis (MEM),United Airlines,UA 3989,2:23 PM,A,Landed - Delayed,4:16 PM,,4:30 PM,
Detroit (DTW),Republic Airlines,YX 3449,2:25 PM,C,Landed - On-time,4:30 PM,,4:26 PM,
Detroit (DTW),Air China,CA 7435,2:25 PM,C,Landed - On-time,4:30 PM,,4:26 PM,
Detroit (DTW),United Airlines,UA 3449,2:25 PM,C,Landed - On-time,4:30 PM,,4:26 PM,
Toronto (YYZ),Sky Regional,KV 7657,2:25 PM,A,Landed - Delayed,4:52 PM,,4:00 PM,
Toronto (YYZ),SAS,SK 3861,2:25 PM,A,Landed - Delayed,4:52 PM,,4:00 PM,
Toronto (YYZ),United Airlines,UA 8201,2:25 PM,A,Landed - Delayed,4:52 PM,,4:00 PM,
Toronto (YYZ),Air Canada,AC 7657,2:25 PM,A,Landed - Delayed,4:52 PM,,4:00 PM,
Houston (IAH),United Airlines,UA 1534,2:35 PM,C,Landed - On-time,5:13 PM,,5:28 PM,
Houston (IAH),Air New Zealand,NZ 6598,2:35 PM,C,Landed - On-time,5:13 PM,,5:28 PM,
Providence (PVD),CommutAir,C5 4927,2:35 PM,C,Landed - Delayed,6:14 PM,,3:45 PM,
Providence (PVD),United Airlines,UA 4927,2:35 PM,C,Landed - Delayed,6:14 PM,,3:45 PM,
Orlando (MCO),JetBlue Airways,B6 1527,2:38 PM,A,Landed - On-time,5:14 PM,,5:30 PM,
Greenville (GSP),CommutAir,C5 4924,2:40 PM,A,Landed - Delayed,5:00 PM,,4:47 PM,
Greenville (GSP),Air Canada,AC 3616,2:40 PM,A,Landed - Delayed,5:00 PM,,4:47 PM,
Greenville (GSP),Lufthansa,LH 7862,2:40 PM,A,Landed - Delayed,5:00 PM,,4:47 PM,
Greenville (GSP),United Airlines,UA 4924,2:40 PM,A,Landed - Delayed,5:00 PM,,4:47 PM,
Atlanta (ATL),Delta Air Lines,DL 673,2:43 PM,B,Landed - Delayed,5:35 PM,,5:01 PM,
Atlanta (ATL),Aeromexico,AM 5176,2:43 PM,B,Landed - Delayed,5:35 PM,,5:01 PM,
Atlanta (ATL),Virgin Atlantic,VS 4451,2:43 PM,B,Landed - Delayed,5:35 PM,,5:01 PM,
Detroit (DTW),Endeavor Air,9E 3513,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Detroit (DTW),Jet Airways (India),9W 8409,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Detroit (DTW),Air France,AF 2339,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Detroit (DTW),KLM,KL 7307,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Detroit (DTW),Virgin Atlantic,VS 4429,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Detroit (DTW),Delta Air Lines,DL 3513,2:45 PM,B,Landed - On-time,4:50 PM,,4:48 PM,
Fort Lauderdale (FLL),FedEx,FX 3019,2:45 PM,,Landed - On-time,5:03 PM,,,
Lima (LIM),United Airlines,UA 1095,2:45 PM,C,Landed - Delayed,10:00 PM,,9:35 PM,
Orlando (MCO),United Airlines,UA 730,2:45 PM,C,Landed - On-time,5:20 PM,,5:34 PM,
Orlando (MCO),Azul,AD 7061,2:45 PM,C,Landed - On-time,5:20 PM,,5:34 PM,
Miami (MIA),United Airlines,UA 1266,2:45 PM,C,Landed - On-time,5:59 PM,,5:56 PM,
Miami (MIA),Air China,CA 7429,2:45 PM,C,Landed - On-time,5:59 PM,,5:56 PM,
Miami (MIA),Lufthansa,LH 7972,2:45 PM,C,Landed - On-time,5:59 PM,,5:56 PM,
New Orleans (MSY),Republic Airlines,YX 3428,2:46 PM,C,Landed - On-time,5:12 PM,,5:10 PM,
New Orleans (MSY),Air Canada,AC 4822,2:46 PM,C,Landed - On-time,5:12 PM,,5:10 PM,
New Orleans (MSY),Lufthansa,LH 8613,2:46 PM,C,Landed - On-time,5:12 PM,,5:10 PM,
New Orleans (MSY),SAS,SK 6744,2:46 PM,C,Landed - On-time,5:12 PM,,5:10 PM,
New Orleans (MSY),United Airlines,UA 3428,2:46 PM,C,Landed - On-time,5:12 PM,,5:10 PM,
Charlotte (CLT),American Airlines,AA 1564,2:50 PM,A,Landed - Delayed,5:34 PM,,4:55 PM,
Washington (DCA),ExpressJet,EV 4039,2:50 PM,A,Landed - On-time,4:40 PM,,4:18 PM,
Washington (DCA),United Airlines,UA 4039,2:50 PM,A,Landed - On-time,4:40 PM,,4:18 PM,
Montreal (YUL),ExpressJet,EV 3986,2:51 PM,C,Landed - On-time,4:18 PM,,4:23 PM,
Montreal (YUL),Air Canada,AC 4593,2:51 PM,C,Landed - On-time,4:18 PM,,4:23 PM,
Montreal (YUL),United Airlines,UA 3986,2:51 PM,C,Landed - On-time,4:18 PM,,4:23 PM,
Minneapolis (MSP),Endeavor Air,9E 5218,2:56 PM,B,Landed - Delayed,5:43 PM,,5:00 PM,
Minneapolis (MSP),Virgin Atlantic,VS 4539,2:56 PM,B,Landed - Delayed,5:43 PM,,5:00 PM,
Minneapolis (MSP),Delta Air Lines,DL 5218,2:56 PM,B,Landed - Delayed,5:43 PM,,5:00 PM,
Toronto (YTZ),Porter Airlines,PD 134,2:59 PM,B,Canceled,,,4:40 PM,
Hartford (BDL),CommutAir,C5 4937,3:00 PM,C,Landed - Delayed,4:45 PM,,4:15 PM,
Hartford (BDL),Lufthansa,LH 7897,3:00 PM,C,Landed - Delayed,4:45 PM,,4:15 PM,
Hartford (BDL),United Airlines,UA 4937,3:00 PM,C,Landed - Delayed,4:45 PM,,4:15 PM,
Boston (BOS),United Airlines,UA 1666,3:00 PM,C,Landed - On-time,3:49 PM,,4:14 PM,
Burlington (BTV),CommutAir,C5 4935,3:00 PM,A,Landed - On-time,4:07 PM,,4:23 PM,
Burlington (BTV),United Airlines,UA 4935,3:00 PM,A,Landed - On-time,4:07 PM,,4:23 PM,
Akron (CAK),ExpressJet,EV 4091,3:00 PM,A,Landed - On-time,4:40 PM,,4:40 PM,
Akron (CAK),United Airlines,UA 4091,3:00 PM,A,Landed - On-time,4:40 PM,,4:40 PM,
Fort Lauderdale (FLL),United Airlines,UA 1790,3:00 PM,C,Landed - On-time,7:03 PM,,6:03 PM,
Fort Lauderdale (FLL),Lufthansa,LH 7742,3:00 PM,C,Landed - On-time,7:03 PM,,6:03 PM,
Fort Lauderdale (FLL),Brussels Airlines,SN 8885,3:00 PM,C,Landed - On-time,7:03 PM,,6:03 PM,
Greensboro/High Point(GSO),CommutAir,C5 4892,3:00 PM,C,Landed - On-time,5:30 PM,,4:49 PM,
Greensboro/High Point(GSO),Air Canada,AC 3155,3:00 PM,C,Landed - On-time,5:30 PM,,4:49 PM,
Greensboro/High Point(GSO),Lufthansa,LH 7892,3:00 PM,C,Landed - On-time,5:30 PM,,4:49 PM,
Greensboro/High Point(GSO),SAS,SK 6858,3:00 PM,C,Landed - On-time,5:30 PM,,4:49 PM,
Greensboro/High Point(GSO),United Airlines,UA 4892,3:00 PM,C,Landed - On-time,5:30 PM,,4:49 PM,
Manchester (MHT),CommutAir,C5 4912,3:00 PM,A,Canceled,,,4:16 PM,
Manchester (MHT),United Airlines,UA 4912,3:00 PM,A,Canceled,,,4:16 PM,
Omaha (OMA),Republic Airlines,YX 3720,3:00 PM,C,Landed - Delayed,6:53 PM,,5:25 PM,
Omaha (OMA),Air Canada,AC 3103,3:00 PM,C,Landed - Delayed,6:53 PM,,5:25 PM,
Omaha (OMA),Lufthansa,LH 8610,3:00 PM,C,Landed - Delayed,6:53 PM,,5:25 PM,
Omaha (OMA),United Airlines,UA 3720,3:00 PM,C,Landed - Delayed,6:53 PM,,5:25 PM,
Portland (PWM),CommutAir,C5 4978,3:00 PM,A,Landed - On-time,4:16 PM,,4:25 PM,
Portland (PWM),Air Canada,AC 3641,3:00 PM,A,Landed - On-time,4:16 PM,,4:25 PM,
Portland (PWM),United Airlines,UA 4978,3:00 PM,A,Landed - On-time,4:16 PM,,4:25 PM,
Raleigh/Durham (RDU),United Airlines,UA 425,3:00 PM,C,Landed - Delayed,5:26 PM,,4:35 PM,
Raleigh/Durham (RDU),Lufthansa,LH 7512,3:00 PM,C,Landed - Delayed,5:26 PM,,4:35 PM,
Raleigh/Durham (RDU),SAS,SK 6710,3:00 PM,C,Landed - Delayed,5:26 PM,,4:35 PM,
Richmond (RIC),ExpressJet,EV 4300,3:00 PM,A,Landed - Delayed,6:38 PM,,4:50 PM,
Richmond (RIC),Lufthansa,LH 7650,3:00 PM,A,Landed - Delayed,6:38 PM,,4:50 PM,
Richmond (RIC),United Airlines,UA 4300,3:00 PM,A,Landed - Delayed,6:38 PM,,4:50 PM,
Savannah (SAV),ExpressJet,EV 4294,3:00 PM,A,Landed - Delayed,5:33 PM,,5:29 PM,
Savannah (SAV),Air Canada,AC 3059,3:00 PM,A,Landed - Delayed,5:33 PM,,5:29 PM,
Savannah (SAV),Lufthansa,LH 7762,3:00 PM,A,Landed - Delayed,5:33 PM,,5:29 PM,
Savannah (SAV),United Airlines,UA 4294,3:00 PM,A,Landed - Delayed,5:33 PM,,5:29 PM,
Saint Louis (STL),CommutAir,C5 4929,3:00 PM,C,Landed - Delayed,5:23 PM,,4:54 PM,
Saint Louis (STL),Lufthansa,LH 7658,3:00 PM,C,Landed - Delayed,5:23 PM,,4:54 PM,
Saint Louis (STL),United Airlines,UA 4929,3:00 PM,C,Landed - Delayed,5:23 PM,,4:54 PM,
Ottawa (YOW),ExpressJet,EV 4351,3:00 PM,A,Landed,4:30 PM,,4:30 PM,
Ottawa (YOW),SAS,SK 6887,3:00 PM,A,Landed,4:30 PM,,4:30 PM,
Ottawa (YOW),United Airlines,UA 4351,3:00 PM,A,Landed,4:30 PM,,4:30 PM,
Dulles (IAD),United Airlines,UA 1992,3:01 PM,C,Landed - On-time,4:21 PM,,4:23 PM,
Dulles (IAD),South African Airways,SA 7411,3:01 PM,C,Landed - On-time,4:21 PM,,4:23 PM,
Dulles (IAD),SAS,SK 6772,3:01 PM,C,Landed - On-time,4:21 PM,,4:23 PM,
Chicago (MDW),Southwest Airlines,WN 968,3:05 PM,A,Landed - Delayed,4:49 PM,,4:25 PM,
Los Angeles (LAX),FedEx,FX 3013,3:07 PM,,Landed - On-time,5:41 PM,,,
Minneapolis (MSP),Republic Airlines,YX 3424,3:10 PM,C,Landed - On-time,5:30 PM,,5:18 PM,
Minneapolis (MSP),Lufthansa,LH 7726,3:10 PM,C,Landed - On-time,5:30 PM,,5:18 PM,
Minneapolis (MSP),SAS,SK 6750,3:10 PM,C,Landed - On-time,5:30 PM,,5:18 PM,
Minneapolis (MSP),United Airlines,UA 3424,3:10 PM,C,Landed - On-time,5:30 PM,,5:18 PM,
Pittsburgh (PIT),Republic Airlines,YX 3427,3:10 PM,C,Landed - On-time,4:19 PM,,4:44 PM,
Pittsburgh (PIT),Lufthansa,LH 7559,3:10 PM,C,Landed - On-time,4:19 PM,,4:44 PM,
Pittsburgh (PIT),SAS,SK 6832,3:10 PM,C,Landed - On-time,4:19 PM,,4:44 PM,
Pittsburgh (PIT),United Airlines,UA 3427,3:10 PM,C,Landed - On-time,4:19 PM,,4:44 PM,
Norfolk (ORF),Republic Airlines,YX 3505,3:12 PM,C,Landed - Delayed,5:34 PM,,4:36 PM,
Norfolk (ORF),Air Canada,AC 3130,3:12 PM,C,Landed - Delayed,5:34 PM,,4:36 PM,
Norfolk (ORF),Lufthansa,LH 7738,3:12 PM,C,Landed - Delayed,5:34 PM,,4:36 PM,
Norfolk (ORF),United Airlines,UA 3505,3:12 PM,C,Landed - Delayed,5:34 PM,,4:36 PM,
Hong Kong (HKG),United Airlines,UA 179,3:15 PM,C,Landed - On-time,7:13 PM,,7:10 PM,
Tampa (TPA),United Airlines,UA 1232,3:16 PM,C,Landed - On-time,6:18 PM,,6:16 PM,
Dallas (DFW),American Airlines,AA 249,3:20 PM,A,Landed - Delayed,6:27 PM,,6:12 PM,
Dallas (DFW),British Airways,BA 2507,3:20 PM,A,Landed - Delayed,6:27 PM,,6:12 PM,
Dallas (DFW),Qantas,QF 4366,3:20 PM,A,Landed - Delayed,6:27 PM,,6:12 PM,
Orlando (MCO),United Airlines,UA 1144,3:22 PM,C,Landed - Delayed,6:56 PM,,6:13 PM,
Orlando (MCO),Azul,AD 7063,3:22 PM,C,Landed - Delayed,6:56 PM,,6:13 PM,
Orlando (MCO),SAS,SK 6766,3:22 PM,C,Landed - Delayed,6:56 PM,,6:13 PM,
